raceId,year,round,circuitId,name,date,time,url
241,1995,2,25,Argentine Grand Prix,34798,\N,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix
242,1995,3,21,San Marino Grand Prix,34819,\N,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix
243,1995,4,4,Spanish Grand Prix,34833,\N,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix
244,1995,5,6,Monaco Grand Prix,34847,\N,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix
245,1995,6,7,Canadian Grand Prix,34861,\N,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix
246,1995,7,8,French Grand Prix,34882,\N,http://en.wikipedia.org/wiki/1995_French_Grand_Prix
247,1995,8,9,British Grand Prix,34896,\N,http://en.wikipedia.org/wiki/1995_British_Grand_Prix
248,1995,9,10,German Grand Prix,34910,\N,http://en.wikipedia.org/wiki/1995_German_Grand_Prix
249,1995,10,11,Hungarian Grand Prix,34924,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix
250,1995,11,13,Belgian Grand Prix,34938,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix
251,1995,12,14,Italian Grand Prix,34952,\N,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix
252,1995,13,27,Portuguese Grand Prix,34966,\N,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix
253,1995,14,20,European Grand Prix,34973,\N,http://en.wikipedia.org/wiki/1995_European_Grand_Prix
254,1995,15,28,Pacific Grand Prix,34994,\N,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix
255,1995,16,22,Japanese Grand Prix,35001,\N,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix
256,1995,17,29,Australian Grand Prix,35015,\N,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix
257,1994,1,18,Brazilian Grand Prix,34420,\N,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix
258,1994,2,28,Pacific Grand Prix,34441,\N,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix
259,1994,3,21,San Marino Grand Prix,34455,\N,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix
260,1994,4,6,Monaco Grand Prix,34469,\N,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix
261,1994,5,4,Spanish Grand Prix,34483,\N,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix
262,1994,6,7,Canadian Grand Prix,34497,\N,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix
263,1994,7,8,French Grand Prix,34518,\N,http://en.wikipedia.org/wiki/1994_French_Grand_Prix
264,1994,8,9,British Grand Prix,34525,\N,http://en.wikipedia.org/wiki/1994_British_Grand_Prix
265,1994,9,10,German Grand Prix,34546,\N,http://en.wikipedia.org/wiki/1994_German_Grand_Prix
266,1994,10,11,Hungarian Grand Prix,34560,\N,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix
267,1994,11,13,Belgian Grand Prix,34574,\N,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix
268,1994,12,14,Italian Grand Prix,34588,\N,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix
269,1994,13,27,Portuguese Grand Prix,34602,\N,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix
270,1994,14,26,European Grand Prix,34623,\N,http://en.wikipedia.org/wiki/1994_European_Grand_Prix
271,1994,15,22,Japanese Grand Prix,34644,\N,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix
272,1994,16,29,Australian Grand Prix,34651,\N,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix
273,1993,1,30,South African Grand Prix,34042,\N,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix
274,1993,2,18,Brazilian Grand Prix,34056,\N,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix
275,1993,3,31,European Grand Prix,34070,\N,http://en.wikipedia.org/wiki/1993_European_Grand_Prix
276,1993,4,21,San Marino Grand Prix,34084,\N,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix
277,1993,5,4,Spanish Grand Prix,34098,\N,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix
278,1993,6,6,Monaco Grand Prix,34112,\N,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix
279,1993,7,7,Canadian Grand Prix,34133,\N,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix
280,1993,8,8,French Grand Prix,34154,\N,http://en.wikipedia.org/wiki/1993_French_Grand_Prix
281,1993,9,9,British Grand Prix,34161,\N,http://en.wikipedia.org/wiki/1993_British_Grand_Prix
282,1993,10,10,German Grand Prix,34175,\N,http://en.wikipedia.org/wiki/1993_German_Grand_Prix
283,1993,11,11,Hungarian Grand Prix,34196,\N,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix
284,1993,12,13,Belgian Grand Prix,34210,\N,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix
285,1993,13,14,Italian Grand Prix,34224,\N,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix
286,1993,14,27,Portuguese Grand Prix,34238,\N,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix
287,1993,15,22,Japanese Grand Prix,34266,\N,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix
288,1993,16,29,Australian Grand Prix,34280,\N,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix
289,1992,1,30,South African Grand Prix,33664,\N,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix
290,1992,2,32,Mexican Grand Prix,33685,\N,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
291,1992,3,18,Brazilian Grand Prix,33699,\N,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
292,1992,4,4,Spanish Grand Prix,33727,\N,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
293,1992,5,21,San Marino Grand Prix,33741,\N,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
294,1992,6,6,Monaco Grand Prix,33755,\N,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
295,1992,7,7,Canadian Grand Prix,33769,\N,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
296,1992,8,8,French Grand Prix,33790,\N,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
297,1992,9,9,British Grand Prix,33797,\N,http://en.wikipedia.org/wiki/1992_British_Grand_Prix
298,1992,10,10,German Grand Prix,33811,\N,http://en.wikipedia.org/wiki/1992_German_Grand_Prix
299,1992,11,11,Hungarian Grand Prix,33832,\N,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix
300,1992,12,13,Belgian Grand Prix,33846,\N,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix
301,1992,13,14,Italian Grand Prix,33860,\N,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix
302,1992,14,27,Portuguese Grand Prix,33874,\N,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix
303,1992,15,22,Japanese Grand Prix,33902,\N,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix
304,1992,16,29,Australian Grand Prix,33916,\N,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
305,1991,1,33,United States Grand Prix,33307,\N,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix
306,1991,2,18,Brazilian Grand Prix,33321,\N,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix
307,1991,3,21,San Marino Grand Prix,33356,\N,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix
308,1991,4,6,Monaco Grand Prix,33370,\N,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix
309,1991,5,7,Canadian Grand Prix,33391,\N,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix
310,1991,6,32,Mexican Grand Prix,33405,\N,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix
311,1991,7,8,French Grand Prix,33426,\N,http://en.wikipedia.org/wiki/1991_French_Grand_Prix
312,1991,8,9,British Grand Prix,33433,\N,http://en.wikipedia.org/wiki/1991_British_Grand_Prix
313,1991,9,10,German Grand Prix,33447,\N,http://en.wikipedia.org/wiki/1991_German_Grand_Prix
314,1991,10,11,Hungarian Grand Prix,33461,\N,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix
315,1991,11,13,Belgian Grand Prix,33475,\N,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix
316,1991,12,14,Italian Grand Prix,33489,\N,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix
317,1991,13,27,Portuguese Grand Prix,33503,\N,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix
318,1991,14,4,Spanish Grand Prix,33510,\N,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix
319,1991,15,22,Japanese Grand Prix,33531,\N,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix
320,1991,16,29,Australian Grand Prix,33545,\N,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix
321,1990,1,33,United States Grand Prix,32943,\N,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix
322,1990,2,18,Brazilian Grand Prix,32957,\N,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix
323,1990,3,21,San Marino Grand Prix,33006,\N,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix
324,1990,4,6,Monaco Grand Prix,33020,\N,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix
325,1990,5,7,Canadian Grand Prix,33034,\N,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix
326,1990,6,32,Mexican Grand Prix,33048,\N,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix
327,1990,7,34,French Grand Prix,33062,\N,http://en.wikipedia.org/wiki/1990_French_Grand_Prix
328,1990,8,9,British Grand Prix,33069,\N,http://en.wikipedia.org/wiki/1990_British_Grand_Prix
329,1990,9,10,German Grand Prix,33083,\N,http://en.wikipedia.org/wiki/1990_German_Grand_Prix
330,1990,10,11,Hungarian Grand Prix,33097,\N,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix
331,1990,11,13,Belgian Grand Prix,33111,\N,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix
332,1990,12,14,Italian Grand Prix,33125,\N,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix
333,1990,13,27,Portuguese Grand Prix,33139,\N,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix
334,1990,14,26,Spanish Grand Prix,33146,\N,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix
335,1990,15,22,Japanese Grand Prix,33167,\N,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix
336,1990,16,29,Australian Grand Prix,33181,\N,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix
337,2010,1,3,Bahrain Grand Prix,40251,0,5,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix
338,2010,2,1,Australian Grand Prix,40265,0,25,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix
339,2010,3,2,Malaysian Grand Prix,40272,0,333333333333333,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix
340,2010,4,17,Chinese Grand Prix,40286,0,25,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix
341,2010,5,4,Spanish Grand Prix,40307,0,5,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix
342,2010,6,6,Monaco Grand Prix,40314,0,5,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix
343,2010,7,5,Turkish Grand Prix,40328,0,458333333333333,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix
344,2010,8,7,Canadian Grand Prix,40342,0,666666666666667,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix
345,2010,9,12,European Grand Prix,40356,0,5,http://en.wikipedia.org/wiki/2010_European_Grand_Prix
346,2010,10,9,British Grand Prix,40370,0,5,http://en.wikipedia.org/wiki/2010_British_Grand_Prix
347,2010,11,10,German Grand Prix,40384,0,5,http://en.wikipedia.org/wiki/2010_German_Grand_Prix
348,2010,12,11,Hungarian Grand Prix,40391,0,5,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix
349,2010,13,13,Belgian Grand Prix,40419,0,5,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix
350,2010,14,14,Italian Grand Prix,40433,0,5,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix
351,2010,15,15,Singapore Grand Prix,40447,0,5,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix
352,2010,16,22,Japanese Grand Prix,40461,0,25,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix
353,2010,17,35,Korean Grand Prix,40475,0,208333333333333,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix
354,2010,18,18,Brazilian Grand Prix,40489,0,666666666666667,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix
355,2010,19,24,Abu Dhabi Grand Prix,40496,0,541666666666667,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix
356,1989,1,36,Brazilian Grand Prix,32593,\N,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix
357,1989,2,21,San Marino Grand Prix,32621,\N,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix
358,1989,3,6,Monaco Grand Prix,32635,\N,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix
359,1989,4,32,Mexican Grand Prix,32656,\N,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix
360,1989,5,33,United States Grand Prix,32663,\N,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix
361,1989,6,7,Canadian Grand Prix,32677,\N,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix
362,1989,7,34,French Grand Prix,32698,\N,http://en.wikipedia.org/wiki/1989_French_Grand_Prix
363,1989,8,9,British Grand Prix,32705,\N,http://en.wikipedia.org/wiki/1989_British_Grand_Prix
364,1989,9,10,German Grand Prix,32719,\N,http://en.wikipedia.org/wiki/1989_German_Grand_Prix
365,1989,10,11,Hungarian Grand Prix,32733,\N,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix
366,1989,11,13,Belgian Grand Prix,32747,\N,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix
367,1989,12,14,Italian Grand Prix,32761,\N,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix
368,1989,13,27,Portuguese Grand Prix,32775,\N,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix
369,1989,14,26,Spanish Grand Prix,32782,\N,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix
370,1989,15,22,Japanese Grand Prix,32803,\N,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix
371,1989,16,29,Australian Grand Prix,32817,\N,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix
372,1988,1,36,Brazilian Grand Prix,32236,\N,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix
373,1988,2,21,San Marino Grand Prix,32264,\N,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix
374,1988,3,6,Monaco Grand Prix,32278,\N,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix
375,1988,4,32,Mexican Grand Prix,32292,\N,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix
376,1988,5,7,Canadian Grand Prix,32306,\N,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
377,1988,6,37,Detroit Grand Prix,32313,\N,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
378,1988,7,34,French Grand Prix,32327,\N,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
379,1988,8,9,British Grand Prix,32334,\N,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
380,1988,9,10,German Grand Prix,32348,\N,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
381,1988,10,11,Hungarian Grand Prix,32362,\N,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
382,1988,11,13,Belgian Grand Prix,32383,\N,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
383,1988,12,14,Italian Grand Prix,32397,\N,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix
384,1988,13,27,Portuguese Grand Prix,32411,\N,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix
385,1988,14,26,Spanish Grand Prix,32418,\N,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix
386,1988,15,22,Japanese Grand Prix,32446,\N,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix
387,1988,16,29,Australian Grand Prix,32460,\N,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix
388,1987,1,36,Brazilian Grand Prix,31879,\N,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix
389,1987,2,21,San Marino Grand Prix,31900,\N,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix
390,1987,3,13,Belgian Grand Prix,31914,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix
391,1987,4,6,Monaco Grand Prix,31928,\N,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix
392,1987,5,37,Detroit Grand Prix,31949,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix
393,1987,6,34,French Grand Prix,31963,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix
394,1987,7,9,British Grand Prix,31970,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix
395,1987,8,10,German Grand Prix,31984,\N,http://en.wikipedia.org/wiki/1987_German_Grand_Prix
396,1987,9,11,Hungarian Grand Prix,31998,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix
397,1987,10,23,Austrian Grand Prix,32005,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix
398,1987,11,14,Italian Grand Prix,32026,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix
399,1987,12,27,Portuguese Grand Prix,32040,\N,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix
400,1987,13,26,Spanish Grand Prix,32047,\N,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix
401,1987,14,32,Mexican Grand Prix,32068,\N,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix
402,1987,15,22,Japanese Grand Prix,32082,\N,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix
403,1987,16,29,Australian Grand Prix,32096,\N,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix
404,1986,1,36,Brazilian Grand Prix,31494,\N,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix
405,1986,2,26,Spanish Grand Prix,31515,\N,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix
406,1986,3,21,San Marino Grand Prix,31529,\N,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix
407,1986,4,6,Monaco Grand Prix,31543,\N,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix
408,1986,5,13,Belgian Grand Prix,31557,\N,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix
409,1986,6,7,Canadian Grand Prix,31578,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix
410,1986,7,37,Detroit Grand Prix,31585,\N,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix
411,1986,8,34,French Grand Prix,31599,\N,http://en.wikipedia.org/wiki/1986_French_Grand_Prix
412,1986,9,38,British Grand Prix,31606,\N,http://en.wikipedia.org/wiki/1986_British_Grand_Prix
413,1986,10,10,German Grand Prix,31620,\N,http://en.wikipedia.org/wiki/1986_German_Grand_Prix
414,1986,11,11,Hungarian Grand Prix,31634,\N,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix
415,1986,12,23,Austrian Grand Prix,31641,\N,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix
416,1986,13,14,Italian Grand Prix,31662,\N,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix
417,1986,14,27,Portuguese Grand Prix,31676,\N,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix
418,1986,15,32,Mexican Grand Prix,31697,\N,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix
419,1986,16,29,Australian Grand Prix,31711,\N,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix
420,1985,1,36,Brazilian Grand Prix,31144,\N,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix
421,1985,2,27,Portuguese Grand Prix,31158,\N,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix
422,1985,3,21,San Marino Grand Prix,31172,\N,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix
423,1985,4,6,Monaco Grand Prix,31186,\N,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix
424,1985,5,7,Canadian Grand Prix,31214,\N,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix
425,1985,6,37,Detroit Grand Prix,31221,\N,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix
426,1985,7,34,French Grand Prix,31235,\N,http://en.wikipedia.org/wiki/1985_French_Grand_Prix
427,1985,8,9,British Grand Prix,31249,\N,http://en.wikipedia.org/wiki/1985_British_Grand_Prix
428,1985,9,20,German Grand Prix,31263,\N,http://en.wikipedia.org/wiki/1985_German_Grand_Prix
429,1985,10,23,Austrian Grand Prix,31277,\N,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix
430,1985,11,39,Dutch Grand Prix,31284,\N,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix
431,1985,12,14,Italian Grand Prix,31298,\N,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix
432,1985,13,13,Belgian Grand Prix,31305,\N,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix
433,1985,14,38,European Grand Prix,31326,\N,http://en.wikipedia.org/wiki/1985_European_Grand_Prix
434,1985,15,30,South African Grand Prix,31339,\N,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix
435,1985,16,29,Australian Grand Prix,31354,\N,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix
436,1984,1,36,Brazilian Grand Prix,30766,\N,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix
437,1984,2,30,South African Grand Prix,30779,\N,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix
438,1984,3,40,Belgian Grand Prix,30801,\N,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix
439,1984,4,21,San Marino Grand Prix,30808,\N,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix
440,1984,5,41,French Grand Prix,30822,\N,http://en.wikipedia.org/wiki/1984_French_Grand_Prix
441,1984,6,6,Monaco Grand Prix,30836,\N,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix
442,1984,7,7,Canadian Grand Prix,30850,\N,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix
443,1984,8,37,Detroit Grand Prix,30857,\N,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix
444,1984,9,42,Dallas Grand Prix,30871,\N,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix
445,1984,10,38,British Grand Prix,30885,\N,http://en.wikipedia.org/wiki/1984_British_Grand_Prix
446,1984,11,10,German Grand Prix,30899,\N,http://en.wikipedia.org/wiki/1984_German_Grand_Prix
447,1984,12,23,Austrian Grand Prix,30913,\N,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix
448,1984,13,39,Dutch Grand Prix,30920,\N,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix
449,1984,14,14,Italian Grand Prix,30934,\N,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix
450,1984,15,20,European Grand Prix,30962,\N,http://en.wikipedia.org/wiki/1984_European_Grand_Prix
451,1984,16,27,Portuguese Grand Prix,30976,\N,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix
452,1983,1,36,Brazilian Grand Prix,30388,\N,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix
453,1983,2,43,United States Grand Prix West,30402,\N,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West
454,1983,3,34,French Grand Prix,30423,\N,http://en.wikipedia.org/wiki/1983_French_Grand_Prix
455,1983,4,21,San Marino Grand Prix,30437,\N,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix
456,1983,5,6,Monaco Grand Prix,30451,\N,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix
457,1983,6,13,Belgian Grand Prix,30458,\N,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix
458,1983,7,37,Detroit Grand Prix,30472,\N,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix
459,1983,8,7,Canadian Grand Prix,30479,\N,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix
460,1983,9,9,British Grand Prix,30513,\N,http://en.wikipedia.org/wiki/1983_British_Grand_Prix
461,1983,10,10,German Grand Prix,30535,\N,http://en.wikipedia.org/wiki/1983_German_Grand_Prix
462,1983,11,23,Austrian Grand Prix,30542,\N,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix
463,1983,12,39,Dutch Grand Prix,30556,\N,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix
464,1983,13,14,Italian Grand Prix,30570,\N,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
465,1983,14,38,European Grand Prix,30584,\N,http://en.wikipedia.org/wiki/1983_European_Grand_Prix
466,1983,15,30,South African Grand Prix,30604,\N,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix
467,1982,1,30,South African Grand Prix,29974,\N,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix
468,1982,2,36,Brazilian Grand Prix,30031,\N,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix
469,1982,3,43,United States Grand Prix West,30045,\N,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West
470,1982,4,21,San Marino Grand Prix,30066,\N,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix
471,1982,5,40,Belgian Grand Prix,30080,\N,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix
472,1982,6,6,Monaco Grand Prix,30094,\N,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix
473,1982,7,37,Detroit Grand Prix,30108,\N,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix
474,1982,8,7,Canadian Grand Prix,30115,\N,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
475,1982,9,39,Dutch Grand Prix,30135,\N,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix
476,1982,10,38,British Grand Prix,30150,\N,http://en.wikipedia.org/wiki/1982_British_Grand_Prix
477,1982,11,34,French Grand Prix,30157,\N,http://en.wikipedia.org/wiki/1982_French_Grand_Prix
478,1982,12,10,German Grand Prix,30171,\N,http://en.wikipedia.org/wiki/1982_German_Grand_Prix
479,1982,13,23,Austrian Grand Prix,30178,\N,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix
480,1982,14,41,Swiss Grand Prix,30192,\N,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix
481,1982,15,14,Italian Grand Prix,30206,\N,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix
482,1982,16,44,Caesars Palace Grand Prix,30219,\N,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix
483,1981,1,43,United States Grand Prix West,29660,\N,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
484,1981,2,36,Brazilian Grand Prix,29674,\N,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix
485,1981,3,25,Argentine Grand Prix,29688,\N,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix
