constructorStandingsId,raceId,constructorId,yearID,points,position,positionText,wins
5187,252,6,1995,62,3,3,1
5186,252,3,1995,94,2,2,4
5185,252,22,1995,110,1,1,8
5210,253,29,1995,1,9,9,0
5209,253,18,1995,0,10,10,0
5208,253,17,1995,18,5,5,0
5207,253,31,1995,0,13,13,0
5206,253,15,1995,18,6,6,0
5205,253,28,1995,0,12,12,0
5204,253,30,1995,0,11,11,0
5203,253,27,1995,16,7,7,0
5202,253,25,1995,2,8,8,0
5201,253,1,1995,21,4,4,0
5200,253,6,1995,68,3,3,1
5199,253,3,1995,98,2,2,4
5198,253,22,1995,122,1,1,9
5223,254,29,1995,1,9,9,0
5222,254,18,1995,0,10,10,0
5221,254,17,1995,18,5,5,0
5220,254,31,1995,0,13,13,0
5219,254,15,1995,18,6,6,0
5218,254,28,1995,0,12,12,0
5217,254,30,1995,0,11,11,0
5216,254,27,1995,16,7,7,0
5215,254,25,1995,2,8,8,0
5214,254,1,1995,21,4,4,0
5213,254,6,1995,73,3,3,1
5212,254,3,1995,108,2,2,4
5211,254,22,1995,133,1,1,10
5236,255,29,1995,1,9,9,0
5235,255,18,1995,0,10,10,0
5234,255,17,1995,21,5,5,0
5233,255,31,1995,0,13,13,0
5232,255,15,1995,18,7,7,0
5231,255,28,1995,0,12,12,0
5230,255,30,1995,0,11,11,0
5229,255,27,1995,18,6,6,0
5228,255,25,1995,3,8,8,0
5227,255,1,1995,27,4,4,0
5226,255,6,1995,73,3,3,1
5225,255,3,1995,108,2,2,4
5224,255,22,1995,147,1,1,11
5249,256,29,1995,5,8,8,0
5248,256,18,1995,1,10,10,0
5247,256,17,1995,21,6,6,0
5246,256,31,1995,0,13,13,0
5245,256,15,1995,18,7,7,0
5244,256,28,1995,0,11,11,0
5243,256,30,1995,0,12,12,0
5242,256,27,1995,24,5,5,0
5241,256,25,1995,5,9,9,0
5240,256,1,1995,30,4,4,0
5239,256,6,1995,73,3,3,1
5238,256,3,1995,118,2,2,5
5237,256,22,1995,147,1,1,11
25523,257,31,1994,0,11,11,0
25522,257,27,1994,0,10,10,0
25521,257,33,1994,0,9,9,0
25520,257,18,1994,0,8,8,0
25519,257,32,1994,0,7,7,0
25518,257,15,1994,1,6,6,0
25517,257,25,1994,2,5,5,0
25516,257,17,1994,3,4,4,0
25515,257,6,1994,4,3,3,0
25514,257,3,1994,6,2,2,0
25513,257,22,1994,10,1,1,1
25538,258,1,1994,0,13,13,0
25537,258,31,1994,0,12,12,0
25536,258,27,1994,0,11,11,0
25535,258,33,1994,1,8,8,0
25534,258,18,1994,0,10,10,0
25533,258,32,1994,0,9,9,0
25532,258,15,1994,3,6,6,0
25531,258,25,1994,2,7,7,0
25530,258,17,1994,7,3,3,0
25529,258,6,1994,10,2,2,0
25528,258,3,1994,6,4,4,0
25527,258,22,1994,20,1,1,2
25553,259,29,1994,3,8,8,0
25552,259,1,1994,4,6,6,0
25551,259,31,1994,0,13,13,0
25550,259,27,1994,0,12,12,0
25549,259,33,1994,1,9,9,0
25548,259,18,1994,0,11,11,0
25547,259,32,1994,0,10,10,0
25546,259,15,1994,6,5,5,0
25545,259,25,1994,4,7,7,0
25544,259,17,1994,7,4,4,0
25543,259,6,1994,16,2,2,0
25542,259,3,1994,7,3,3,0
25541,259,22,1994,30,1,1,3
25567,260,29,1994,3,8,8,0
25566,260,1,1994,10,3,3,0
25565,260,31,1994,0,13,13,0
25564,260,27,1994,0,12,12,0
25563,260,33,1994,1,9,9,0
25562,260,18,1994,1,10,10,0
25561,260,32,1994,0,11,11,0
25560,260,15,1994,6,6,6,0
25559,260,25,1994,4,7,7,0
25558,260,17,1994,10,4,4,0
25557,260,6,1994,22,2,2,0
25556,260,3,1994,7,5,5,0
25555,260,22,1994,40,1,1,4
25581,261,29,1994,3,8,8,0
25580,261,1,1994,10,5,5,0
25579,261,31,1994,0,13,13,0
25578,261,27,1994,0,12,12,0
25577,261,33,1994,1,10,10,0
25576,261,18,1994,3,9,9,0
25575,261,32,1994,0,11,11,0
25574,261,15,1994,6,7,7,0
25573,261,25,1994,8,6,6,0
25572,261,17,1994,11,4,4,0
25571,261,6,1994,25,2,2,0
25570,261,3,1994,17,3,3,1
25569,261,22,1994,46,1,1,4
25595,262,29,1994,3,8,8,0
25594,262,1,1994,10,5,5,0
25593,262,31,1994,0,13,13,0
25592,262,27,1994,0,12,12,0
25591,262,33,1994,1,10,10,0
25590,262,18,1994,3,9,9,0
25589,262,32,1994,0,11,11,0
25588,262,15,1994,6,7,7,0
25587,262,25,1994,8,6,6,0
25586,262,17,1994,11,4,4,0
25585,262,6,1994,32,2,2,0
25584,262,3,1994,25,3,3,1
25583,262,22,1994,57,1,1,5
25609,263,29,1994,3,9,9,0
25608,263,1,1994,10,5,5,0
25607,263,31,1994,0,13,13,0
25606,263,27,1994,0,12,12,0
25605,263,33,1994,1,10,10,0
25604,263,18,1994,5,8,8,0
25603,263,32,1994,0,11,11,0
25602,263,15,1994,10,6,6,0
25601,263,25,1994,8,7,7,0
25600,263,17,1994,11,4,4,0
25599,263,6,1994,36,2,2,0
25598,263,3,1994,31,3,3,1
25597,263,22,1994,67,1,1,6
25623,264,29,1994,3,9,9,0
25622,264,1,1994,14,4,4,0
25621,264,31,1994,0,13,13,0
25620,264,27,1994,0,12,12,0
25619,264,33,1994,1,10,10,0
25618,264,18,1994,5,8,8,0
25617,264,32,1994,0,11,11,0
25616,264,15,1994,10,6,6,0
25615,264,25,1994,9,7,7,0
25614,264,17,1994,14,5,5,0
25613,264,6,1994,42,3,3,0
25612,264,3,1994,43,2,2,2
25611,264,22,1994,67,1,1,6
25637,265,29,1994,8,9,9,0
25636,265,1,1994,14,4,4,0
25635,265,31,1994,0,13,13,0
25634,265,27,1994,10,6,6,0
25633,265,33,1994,2,11,11,0
25632,265,18,1994,5,10,10,0
25631,265,32,1994,0,12,12,0
25630,265,15,1994,10,7,7,0
25629,265,25,1994,9,8,8,0
25628,265,17,1994,14,5,5,0
25627,265,6,1994,52,2,2,1
25626,265,3,1994,43,3,3,2
25625,265,22,1994,67,1,1,6
25651,266,29,1994,8,9,9,0
25650,266,1,1994,17,4,4,0
25649,266,31,1994,0,13,13,0
25648,266,27,1994,11,6,6,0
25647,266,33,1994,2,11,11,0
25646,266,18,1994,5,10,10,0
25645,266,32,1994,0,12,12,0
25644,266,15,1994,10,8,8,0
25643,266,25,1994,11,7,7,0
25642,266,17,1994,14,5,5,0
25641,266,6,1994,52,2,2,1
25640,266,3,1994,49,3,3,2
25639,266,22,1994,81,1,1,7
25665,267,29,1994,9,9,9,0
25664,267,1,1994,23,4,4,0
25663,267,31,1994,0,13,13,0
25662,267,27,1994,11,7,7,0
25661,267,33,1994,2,11,11,0
25660,267,18,1994,5,10,10,0
25659,267,32,1994,0,12,12,0
25658,267,15,1994,10,8,8,0
25657,267,25,1994,13,6,6,0
25656,267,17,1994,14,5,5,0
25655,267,6,1994,52,3,3,1
25654,267,3,1994,62,2,2,3
25653,267,22,1994,85,1,1,7
25679,268,29,1994,9,9,9,0
25678,268,1,1994,29,4,4,0
25677,268,31,1994,0,13,13,0
25676,268,27,1994,11,7,7,0
25675,268,33,1994,2,11,11,0
25674,268,18,1994,5,10,10,0
25673,268,32,1994,0,12,12,0
25672,268,15,1994,10,8,8,0
25671,268,25,1994,13,6,6,0
25670,268,17,1994,17,5,5,0
25669,268,6,1994,58,3,3,1
25668,268,3,1994,73,2,2,4
25667,268,22,1994,85,1,1,7
25693,269,29,1994,9,9,9,0
25692,269,1,1994,34,4,4,0
25691,269,31,1994,0,13,13,0
25690,269,27,1994,11,7,7,0
25689,269,33,1994,2,11,11,0
25688,269,18,1994,5,10,10,0
25687,269,32,1994,0,12,12,0
25686,269,15,1994,10,8,8,0
25685,269,25,1994,13,6,6,0
25684,269,17,1994,20,5,5,0
25683,269,6,1994,58,3,3,1
25682,269,3,1994,89,1,1,5
25681,269,22,1994,87,2,2,7
25707,270,29,1994,9,9,9,0
25706,270,1,1994,38,4,4,0
25705,270,31,1994,0,13,13,0
25704,270,27,1994,11,7,7,0
25703,270,33,1994,2,11,11,0
25702,270,18,1994,5,10,10,0
25701,270,32,1994,0,12,12,0
25700,270,15,1994,11,8,8,0
25699,270,25,1994,13,6,6,0
25698,270,17,1994,23,5,5,0
25697,270,6,1994,60,3,3,1
25696,270,3,1994,95,2,2,5
25695,270,22,1994,97,1,1,8
25721,271,29,1994,9,9,9,0
25720,271,1,1994,38,4,4,0
25719,271,31,1994,0,13,13,0
25718,271,27,1994,11,8,8,0
25717,271,33,1994,2,11,11,0
25716,271,18,1994,5,10,10,0
25715,271,32,1994,0,12,12,0
25714,271,15,1994,12,7,7,0
25713,271,25,1994,13,6,6,0
25712,271,17,1994,25,5,5,0
25711,271,6,1994,64,3,3,1
25710,271,3,1994,108,1,1,6
25709,271,22,1994,103,2,2,8
25511,272,29,1994,9,9,9,0
25510,272,1,1994,42,4,4,0
25509,272,31,1994,0,13,13,0
25508,272,27,1994,13,6,6,0
25507,272,33,1994,2,11,11,0
25506,272,18,1994,5,10,10,0
25505,272,32,1994,0,12,12,0
25504,272,15,1994,12,8,8,0
25503,272,25,1994,13,7,7,0
25502,272,17,1994,28,5,5,0
25501,272,6,1994,71,3,3,1
25500,272,3,1994,118,1,1,7
25499,272,22,1994,103,2,2,8
4641,273,29,1993,0,7,7,0
4640,273,6,1993,1,6,6,0
4639,273,15,1993,2,5,5,0
4638,273,18,1993,3,4,4,0
4637,273,27,1993,4,3,3,0
4636,273,1,1993,6,2,2,0
4635,273,3,1993,10,1,1,1
4652,274,26,1993,0,11,11,0
4651,274,33,1993,0,10,10,0
4650,274,32,1993,4,5,5,0
4649,274,22,1993,4,4,4,0
4648,274,29,1993,0,9,9,0
4647,274,6,1993,1,8,8,0
4646,274,15,1993,2,7,7,0
4645,274,18,1993,3,6,6,0
4644,274,27,1993,6,3,3,0
4643,274,1,1993,16,1,1,1
4642,274,3,1993,16,2,2,1
4664,275,17,1993,0,11,11,0
4663,275,26,1993,0,12,12,0
4662,275,33,1993,0,9,9,0
4661,275,32,1993,7,3,3,0
4660,275,22,1993,6,4,4,0
4659,275,29,1993,0,10,10,0
4658,275,6,1993,1,8,8,0
4657,275,15,1993,2,7,7,0
4656,275,18,1993,4,6,6,0
4655,275,27,1993,6,5,5,0
4654,275,1,1993,26,1,1,2
4653,275,3,1993,26,2,2,1
4676,276,17,1993,0,12,12,0
4675,276,26,1993,0,11,11,0
4674,276,33,1993,2,8,8,0
4673,276,32,1993,7,5,5,0
4672,276,22,1993,12,3,3,0
4671,276,29,1993,0,10,10,0
4670,276,6,1993,1,9,9,0
4669,276,15,1993,5,6,6,0
4668,276,18,1993,5,7,7,0
4667,276,27,1993,10,4,4,0
4666,276,1,1993,26,2,2,2
4665,276,3,1993,36,1,1,2
4688,277,17,1993,0,12,12,0
4687,277,26,1993,0,11,11,0
4686,277,33,1993,2,8,8,0
4685,277,32,1993,7,5,5,0
4684,277,22,1993,19,3,3,0
4683,277,29,1993,0,10,10,0
4682,277,6,1993,2,9,9,0
4681,277,15,1993,5,6,6,0
4680,277,18,1993,5,7,7,0
4679,277,27,1993,10,4,4,0
4678,277,1,1993,34,2,2,2
4677,277,3,1993,46,1,1,3
4701,278,25,1993,0,13,13,0
4700,278,17,1993,0,12,12,0
4699,278,26,1993,0,11,11,0
4698,278,33,1993,2,9,9,0
4697,278,32,1993,7,5,5,0
4696,278,22,1993,19,3,3,0
4695,278,29,1993,0,10,10,0
4694,278,6,1993,6,7,7,0
4693,278,15,1993,5,8,8,0
4692,278,18,1993,7,6,6,0
4691,278,27,1993,11,4,4,0
4690,278,1,1993,44,2,2,3
4689,278,3,1993,55,1,1,3
4727,280,25,1993,0,13,13,0
4726,280,17,1993,0,11,11,0
4714,279,25,1993,0,13,13,0
4713,279,17,1993,0,12,12,0
4712,279,26,1993,0,11,11,0
4711,279,33,1993,2,9,9,0
4710,279,32,1993,7,6,6,0
4709,279,22,1993,25,3,3,0
4708,279,29,1993,0,10,10,0
4707,279,6,1993,9,5,5,0
4706,279,15,1993,6,8,8,0
4705,279,18,1993,7,7,7,0
4704,279,27,1993,13,4,4,0
4703,279,1,1993,44,2,2,3
4702,279,3,1993,69,1,1,4
4725,280,26,1993,0,12,12,0
4724,280,33,1993,2,9,9,0
4723,280,32,1993,7,6,6,0
4722,280,22,1993,29,3,3,0
4721,280,29,1993,0,10,10,0
4720,280,6,1993,9,5,5,0
4719,280,15,1993,6,8,8,0
4718,280,18,1993,7,7,7,0
4717,280,27,1993,15,4,4,0
4716,280,1,1993,48,2,2,3
4715,280,3,1993,85,1,1,5
4740,281,25,1993,0,13,13,0
4739,281,17,1993,0,11,11,0
4738,281,26,1993,0,12,12,0
4737,281,33,1993,2,9,9,0
4736,281,32,1993,10,5,5,0
4735,281,22,1993,39,3,3,0
4734,281,29,1993,1,10,10,0
4733,281,6,1993,9,6,6,0
4732,281,15,1993,6,8,8,0
4731,281,18,1993,7,7,7,0
4730,281,27,1993,15,4,4,0
4729,281,1,1993,50,2,2,3
4728,281,3,1993,95,1,1,6
4753,282,25,1993,0,13,13,0
4752,282,17,1993,0,11,11,0
4751,282,26,1993,0,12,12,0
4750,282,33,1993,2,9,9,0
4749,282,32,1993,10,6,6,0
4748,282,22,1993,47,3,3,0
4747,282,29,1993,1,10,10,0
4746,282,6,1993,10,5,5,0
4745,282,15,1993,6,8,8,0
4744,282,18,1993,7,7,7,0
4743,282,27,1993,19,4,4,0
4742,282,1,1993,53,2,2,3
4741,282,3,1993,105,1,1,7
4766,283,25,1993,0,13,13,0
4765,283,17,1993,0,11,11,0
4764,283,26,1993,0,12,12,0
4763,283,33,1993,2,10,10,0
4762,283,32,1993,10,6,6,0
4761,283,22,1993,53,3,3,0
4760,283,29,1993,4,9,9,0
4759,283,6,1993,14,5,5,0
4758,283,15,1993,7,8,8,0
4757,283,18,1993,7,7,7,0
4756,283,27,1993,21,4,4,0
4755,283,1,1993,53,2,2,3
4754,283,3,1993,115,1,1,8
4779,284,25,1993,0,13,13,0
4778,284,17,1993,0,11,11,0
4777,284,26,1993,0,12,12,0
4776,284,33,1993,2,10,10,0
4775,284,32,1993,12,6,6,0
4774,284,22,1993,60,2,2,0
4773,284,29,1993,4,9,9,0
4772,284,6,1993,14,5,5,0
4771,284,15,1993,7,8,8,0
4770,284,18,1993,7,7,7,0
4769,284,27,1993,21,4,4,0
4768,284,1,1993,56,3,3,3
4767,284,3,1993,129,1,1,9
4792,285,25,1993,0,13,13,0
4791,285,17,1993,0,11,11,0
4790,285,26,1993,0,12,12,0
4789,285,33,1993,3,10,10,0
4788,285,32,1993,12,6,6,0
4787,285,22,1993,62,2,2,0
4786,285,29,1993,4,9,9,0
4785,285,6,1993,20,5,5,0
4784,285,15,1993,10,7,7,0
4783,285,18,1993,7,8,8,0
4782,285,27,1993,21,4,4,0
4781,285,1,1993,60,3,3,3
4780,285,3,1993,139,1,1,10
4805,286,25,1993,0,13,13,0
4804,286,17,1993,0,11,11,0
4803,286,26,1993,0,12,12,0
4802,286,33,1993,3,10,10,0
4801,286,32,1993,12,6,6,0
4800,286,22,1993,72,2,2,1
4799,286,29,1993,4,9,9,0
4798,286,6,1993,23,4,4,0
4797,286,15,1993,12,7,7,0
4796,286,18,1993,7,8,8,0
4795,286,27,1993,22,5,5,0
4794,286,1,1993,60,3,3,3
4793,286,3,1993,149,1,1,10
4818,287,25,1993,0,13,13,0
4817,287,17,1993,3,11,11,0
4816,287,26,1993,0,12,12,0
4815,287,33,1993,3,10,10,0
4814,287,32,1993,12,6,6,0
4813,287,22,1993,72,3,3,1
4812,287,29,1993,4,9,9,0
4811,287,6,1993,23,4,4,0
4810,287,15,1993,12,7,7,0
4809,287,18,1993,7,8,8,0
4808,287,27,1993,22,5,5,0
4807,287,1,1993,74,2,2,4
4806,287,3,1993,158,1,1,10
4831,288,25,1993,0,13,13,0
4830,288,17,1993,3,11,11,0
4829,288,26,1993,0,12,12,0
4828,288,33,1993,3,10,10,0
4827,288,32,1993,12,6,6,0
4826,288,22,1993,72,3,3,1
4825,288,29,1993,4,9,9,0
4824,288,6,1993,28,4,4,0
4823,288,15,1993,12,7,7,0
4822,288,18,1993,7,8,8,0
4821,288,27,1993,23,5,5,0
4820,288,1,1993,84,2,2,5
4819,288,3,1993,168,1,1,10
3254,289,33,1992,0,8,8,0
3252,289,29,1992,0,6,6,0
3255,289,34,1992,0,9,9,0
3253,289,17,1992,0,7,7,0
3251,289,27,1992,0,5,5,0
3250,289,32,1992,1,4,4,0
3249,289,22,1992,3,3,3,0
3248,289,1,1992,6,2,2,0
3247,289,3,1992,16,1,1,1
3256,290,3,1992,32,1,1,2
3257,290,1,1992,9,2,2,0
3258,290,22,1992,7,3,3,0
3259,290,32,1992,2,5,5,0
3260,290,27,1992,0,6,6,0
3261,290,29,1992,0,7,7,0
3262,290,17,1992,0,10,10,0
3263,290,33,1992,0,9,9,0
3264,290,34,1992,0,11,11,0
3265,290,25,1992,2,4,4,0
3266,290,35,1992,0,8,8,0
3267,291,3,1992,48,1,1,3
3268,291,1,1992,9,3,3,0
3269,291,22,1992,11,2,2,0
3270,291,32,1992,2,6,6,0
3271,291,27,1992,0,8,8,0
3272,291,29,1992,1,7,7,0
3273,291,17,1992,0,12,12,0
3274,291,33,1992,0,11,11,0
3275,291,34,1992,0,13,13,0
3276,291,25,1992,2,5,5,0
3277,291,35,1992,0,10,10,0
3278,291,6,1992,5,4,4,0
3279,291,18,1992,0,9,9,0
3322,293,3,1992,74,1,1,5
3321,292,37,1992,0,11,11,0
3320,292,18,1992,0,10,10,0
3319,292,6,1992,9,4,4,0
3318,292,35,1992,1,8,8,0
3317,292,25,1992,2,6,6,0
3310,292,22,1992,17,2,2,0
3311,292,32,1992,2,7,7,0
3312,292,27,1992,0,9,9,0
3313,292,29,1992,3,5,5,0
3314,292,17,1992,0,13,13,0
3315,292,33,1992,0,12,12,0
3316,292,34,1992,0,14,14,0
3309,292,1,1992,12,3,3,0
3308,292,3,1992,58,1,1,4
3323,293,1,1992,16,3,3,0
3324,293,22,1992,20,2,2,0
3325,293,32,1992,2,7,7,0
3326,293,27,1992,0,9,9,0
3327,293,29,1992,5,5,5,0
3328,293,17,1992,0,10,10,0
3329,293,33,1992,0,13,13,0
3330,293,34,1992,0,14,14,0
3331,293,25,1992,2,6,6,0
3332,293,35,1992,2,8,8,0
3333,293,6,1992,9,4,4,0
3334,293,18,1992,0,11,11,0
3335,293,37,1992,0,12,12,0
3336,294,3,1992,84,1,1,5
3337,294,1,1992,26,2,2,1
3338,294,22,1992,25,3,3,0
3339,294,32,1992,2,7,7,0
3340,294,27,1992,0,11,11,0
3341,294,29,1992,5,5,5,0
3342,294,17,1992,0,12,12,0
3343,294,33,1992,1,9,9,0
3344,294,34,1992,0,14,14,0
3345,294,25,1992,2,6,6,0
3346,294,35,1992,2,8,8,0
3347,294,6,1992,9,4,4,0
3348,294,18,1992,0,10,10,0
3349,294,37,1992,0,13,13,0
3350,295,3,1992,84,1,1,5
3351,295,1,1992,36,2,2,2
3352,295,22,1992,31,3,3,0
3353,295,32,1992,2,8,8,0
3354,295,27,1992,1,10,10,0
3355,295,29,1992,5,5,5,0
3356,295,17,1992,0,13,13,0
3357,295,33,1992,1,11,11,0
3358,295,34,1992,0,14,14,0
3359,295,25,1992,4,6,6,0
3360,295,35,1992,2,9,9,0
3361,295,6,1992,13,4,4,0
3362,295,18,1992,0,12,12,0
3363,295,37,1992,3,7,7,0
3364,296,3,1992,100,1,1,6
3365,296,1,1992,36,2,2,2
3366,296,22,1992,35,3,3,0
3367,296,32,1992,6,5,5,0
3368,296,27,1992,3,9,9,0
3369,296,29,1992,5,6,6,0
3370,296,17,1992,0,13,13,0
3371,296,33,1992,1,11,11,0
3372,296,34,1992,0,14,14,0
3373,296,25,1992,4,7,7,0
3374,296,35,1992,2,10,10,0
3375,296,6,1992,13,4,4,0
3376,296,18,1992,0,12,12,0
3377,296,37,1992,3,8,8,0
3378,297,3,1992,116,1,1,7
3379,297,1,1992,38,3,3,2
3380,297,22,1992,42,2,2,0
3381,297,32,1992,7,5,5,0
3382,297,27,1992,3,9,9,0
3383,297,29,1992,5,6,6,0
3384,297,17,1992,0,13,13,0
3385,297,33,1992,1,11,11,0
3386,297,34,1992,0,14,14,0
3387,297,25,1992,4,7,7,0
3388,297,35,1992,2,10,10,0
3389,297,6,1992,13,4,4,0
3390,297,18,1992,0,12,12,0
3391,297,37,1992,3,8,8,0
3392,297,36,1992,0,15,15,0
3393,298,3,1992,126,1,1,8
3394,298,1,1992,44,3,3,2
3395,298,22,1992,49,2,2,0
3396,298,32,1992,7,5,5,0
3397,298,27,1992,4,8,8,0
3398,298,29,1992,5,6,6,0
3399,298,17,1992,0,13,13,0
3400,298,33,1992,1,11,11,0
3401,298,34,1992,0,14,14,0
3402,298,25,1992,4,7,7,0
3403,298,35,1992,2,10,10,0
3404,298,6,1992,15,4,4,0
3405,298,18,1992,0,12,12,0
3406,298,37,1992,3,9,9,0
3407,298,36,1992,0,15,15,0
3408,299,3,1992,132,1,1,8
3409,299,1,1992,58,2,2,3
3410,299,22,1992,51,3,3,0
3411,299,32,1992,10,5,5,0
3412,299,27,1992,4,8,8,0
3413,299,29,1992,5,6,6,0
3414,299,17,1992,0,13,13,0
3415,299,33,1992,1,11,11,0
3416,299,34,1992,0,14,14,0
3417,299,25,1992,4,7,7,0
3418,299,35,1992,2,10,10,0
3419,299,6,1992,16,4,4,0
3420,299,18,1992,0,12,12,0
3421,299,37,1992,3,9,9,0
3422,299,36,1992,0,15,15,0
3423,300,3,1992,142,1,1,8
3424,300,1,1992,60,3,3,3
3425,300,22,1992,64,2,2,1
3426,300,32,1992,11,5,5,0
3427,300,27,1992,4,8,8,0
3428,300,29,1992,5,6,6,0
3429,300,17,1992,0,13,13,0
3430,300,33,1992,1,11,11,0
3431,300,34,1992,0,15,15,0
3432,300,25,1992,4,7,7,0
3433,300,35,1992,2,10,10,0
3434,300,6,1992,16,4,4,0
3435,300,18,1992,0,12,12,0
3436,300,37,1992,3,9,9,0
3437,300,36,1992,0,14,14,0
3438,301,3,1992,144,1,1,8
3439,301,1,1992,73,3,3,4
3440,301,22,1992,74,2,2,1
3441,301,32,1992,11,5,5,0
3442,301,27,1992,4,8,8,0
3443,301,29,1992,5,6,6,0
3444,301,17,1992,0,13,13,0
3445,301,33,1992,1,11,11,0
3446,301,34,1992,0,15,15,0
3447,301,25,1992,5,7,7,0
3448,301,35,1992,2,10,10,0
3449,301,6,1992,16,4,4,0
3450,301,18,1992,0,12,12,0
3451,301,37,1992,3,9,9,0
3452,301,36,1992,0,14,14,0
3453,302,3,1992,154,1,1,9
3454,302,1,1992,83,2,2,4
3455,302,22,1992,77,3,3,1
3456,302,32,1992,13,5,5,0
3457,302,27,1992,4,8,8,0
3458,302,29,1992,6,6,6,0
3459,302,17,1992,0,13,13,0
3460,302,33,1992,1,11,11,0
3461,302,34,1992,0,15,15,0
3462,302,25,1992,5,7,7,0
3463,302,35,1992,2,10,10,0
3464,302,6,1992,16,4,4,0
3465,302,18,1992,0,12,12,0
3466,302,37,1992,3,9,9,0
3467,302,36,1992,0,14,14,0
3468,303,3,1992,164,1,1,10
3469,303,1,1992,89,2,2,4
3470,303,22,1992,81,3,3,1
3471,303,32,1992,13,5,5,0
3472,303,27,1992,4,8,8,0
3473,303,29,1992,6,7,7,0
3474,303,17,1992,0,13,13,0
3475,303,33,1992,1,12,12,0
3476,303,34,1992,0,15,15,0
3477,303,25,1992,8,6,6,0
3478,303,35,1992,2,10,10,0
3479,303,6,1992,18,4,4,0
3480,303,18,1992,1,11,11,0
3481,303,37,1992,3,9,9,0
3482,303,36,1992,0,14,14,0
3483,304,3,1992,164,1,1,10
3484,304,1,1992,99,2,2,5
3485,304,22,1992,91,3,3,1
3486,304,32,1992,13,5,5,0
3487,304,27,1992,6,8,8,0
3488,304,29,1992,6,7,7,0
3489,304,17,1992,1,11,11,0
3490,304,33,1992,1,13,13,0
3491,304,34,1992,0,15,15,0
3492,304,25,1992,8,6,6,0
3493,304,35,1992,2,10,10,0
3494,304,6,1992,21,4,4,0
3495,304,18,1992,1,12,12,0
3496,304,37,1992,3,9,9,0
3497,304,36,1992,0,14,14,0
8247,305,36,1991,0,18,18,0
8246,305,42,1991,0,17,17,0
8245,305,35,1991,0,16,16,0
8244,305,27,1991,0,15,15,0
8243,305,41,1991,0,14,14,0
8242,305,29,1991,0,13,13,0
8241,305,3,1991,0,12,12,0
8240,305,32,1991,0,11,11,0
8239,305,34,1991,0,10,10,0
8238,305,17,1991,0,9,9,0
8265,306,36,1991,0,17,17,0
8264,306,42,1991,0,18,18,0
8263,306,35,1991,0,14,14,0
8262,306,27,1991,0,12,12,0
8261,306,41,1991,0,16,16,0
8260,306,29,1991,0,15,15,0
8259,306,3,1991,6,3,3,0
8258,306,32,1991,0,10,10,0
8257,306,34,1991,0,13,13,0
8256,306,17,1991,0,11,11,0
8255,306,18,1991,0,8,8,0
8254,306,39,1991,0,9,9,0
8253,306,40,1991,0,7,7,0
8252,306,33,1991,1,6,6,0
8284,307,26,1991,0,17,17,0
8283,307,36,1991,0,18,18,0
8282,307,42,1991,0,19,19,0
8281,307,35,1991,4,6,6,0
8280,307,27,1991,0,11,11,0
8279,307,41,1991,0,15,15,0
8278,307,29,1991,0,16,16,0
8277,307,3,1991,6,3,3,0
8276,307,32,1991,3,8,8,0
8275,307,34,1991,0,12,12,0
8274,307,17,1991,0,14,14,0
8273,307,18,1991,3,7,7,0
8272,307,39,1991,0,13,13,0
8271,307,40,1991,0,10,10,0
8270,307,33,1991,1,9,9,0
8303,308,26,1991,0,15,15,0
8302,308,36,1991,0,18,18,0
8301,308,42,1991,0,19,19,0
8300,308,35,1991,5,5,5,0
8299,308,27,1991,0,10,10,0
8298,308,41,1991,0,16,16,0
8297,308,29,1991,0,17,17,0
8296,308,3,1991,12,3,3,0
8295,308,32,1991,3,8,8,0
8294,308,34,1991,0,13,13,0
8293,308,17,1991,0,12,12,0
8292,308,18,1991,3,7,7,0
8291,308,39,1991,0,14,14,0
8290,308,40,1991,0,11,11,0
8289,308,33,1991,1,9,9,0
8288,308,25,1991,5,6,6,0
8322,309,26,1991,0,15,15,0
8321,309,36,1991,0,18,18,0
8320,309,42,1991,0,19,19,0
8319,309,35,1991,5,6,6,0
8318,309,27,1991,0,11,11,0
8317,309,41,1991,0,16,16,0
8316,309,29,1991,0,17,17,0
8315,309,3,1991,17,3,3,0
8314,309,32,1991,3,9,9,0
8313,309,34,1991,0,13,13,0
8312,309,17,1991,5,7,7,0
8311,309,18,1991,3,8,8,0
8310,309,39,1991,0,14,14,0
8309,309,40,1991,0,12,12,0
8308,309,33,1991,1,10,10,0
8307,309,25,1991,11,5,5,0
8341,310,26,1991,1,10,10,0
8340,310,36,1991,0,18,18,0
8339,310,42,1991,0,19,19,0
8338,310,35,1991,5,7,7,0
8337,310,27,1991,0,12,12,0
8336,310,41,1991,0,16,16,0
8335,310,29,1991,0,17,17,0
8334,310,3,1991,33,2,2,1
8333,310,32,1991,3,9,9,0
8332,310,34,1991,0,14,14,0
8331,310,17,1991,8,6,6,0
8330,310,18,1991,3,8,8,0
8329,310,39,1991,0,15,15,0
8328,310,40,1991,0,13,13,0
8327,310,33,1991,1,11,11,0
8326,310,25,1991,11,5,5,0
8360,311,26,1991,1,10,10,0
8359,311,36,1991,0,18,18,0
8358,311,42,1991,0,19,19,0
8357,311,35,1991,5,7,7,0
8356,311,27,1991,0,12,12,0
8355,311,41,1991,0,14,14,0
8354,311,29,1991,0,17,17,0
8353,311,3,1991,45,2,2,2
